UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE2,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY,TRTPEN
06WN00577,2006643622,06,K3622,64,3,6T,06,02K,8,2,1,8.0,8,5,1,78,213,135,3,9.6,76,91,0.603,82,1,1,,,0,G,.,,WEAK LAMB,00345,00, 8757,00,68,3,93,270,3,2,100,1.38,113.0,3,114,0,,,,
06WN00578,2006643623,06,K3623,64,1,6T,06,08K,5,1,1,8.0,8,5,1,78,213,135,5,11.0,88,109,0.726,98,1,1,,,0,G,.,,,00600,00,K0495,64,60,1,,0,1,1,105,1.25,106.1,1,132,0,,,ULTR,CTL
06WN00579,2006643624,06,K3624,64,1,6M,06,43K,8,2,2,2.0,2,2,1,78,213,135,12,9.8,74,100,0.668,90,1,1,,,0,M,.,,,K3132,64,K3004,64,68,1,,0,5,5,101,1.67,114.3,1,118,0,,,ULTR,CTL
06WN00580,2006643625,06,K3625,64,1,6M,06,43K,8,2,2,2.0,2,2,1,78,213,135,1,9.9,67,92,0.608,83,1,1,,,0,M,.,,4TEATS,K3132,64,K3004,64,68,3,93,255,5,5,95,1.67,114.3,3,105,0,,,ULTR,
06WN00581,2006643626,06,K3626,64,1,6T,06,04K,8,2,2,6.0,6,4,1,78,213,135,14,12.9,78,98,0.63,89,1,1,,,0,G,.,,,00337,00,K1267,64,68,1,,0,5,5,104,1.6,129.6,1,112,0,,,ULTR,EXP
06WN00582,2006643627,06,K3627,64,1,6T,06,04K,8,2,2,6.0,6,4,1,78,213,135,14,13.7,73,90,0.565,82,1,1,,,0,G,.,,,00337,00,K1267,64,68,1,,0,5,5,98,1.6,129.6,1,107,0,,,ULTR,CTL
06WN00583,2006643628,06,K3628,64,1,6T,06,08K,5,1,1,5.0,5,4,1,79,213,134,1,15.2,90,109,0.7,99,1,1,,,0,G,.,,,00600,00,K1842,64,68,1,,0,1,1,102,1.35,89.7,1,119,0,,,ULTR,EXP
06WN00584,2006643629,06,K3629,64,2,6T,06,04K,5,1,1,7.0,7,5,1,79,213,134,9,13.2,88,105,0.685,95,1,1,,,0,G,.,e01,ENTROPION,00337,00,90077,09,68,1,,0,1,1,115,1.44,123.7,1,129,0,,,ULTR,
06WN00585,2006643630,06,K3630,64,2,6M,06,43K,8,2,2,2.0,2,2,1,79,213,134,13,10.8,67,83,0.539,75,1,1,,,0,M,.,e04,4TEATS,K3132,64,K3162,64,68,1,,0,5,5,93,1.5,106.5,1,112,0,,,ULTR,
06WN00586,2006643631,06,K3631,64,1,6M,06,43K,8,2,2,2.0,2,2,1,79,213,134,11,11.3,55,70,0.438,64,1,1,,,0,M,.,,,K3132,64,K3162,64,68,3,93,255,5,5,78,1.5,106.5,3,90,0,,,ULTR,
06WN00587,2006643633,06,K3633,64,1,6M,06,41K,8,2,2,2.0,2,2,1,79,213,134,13,11.7,67,75,0.472,68,1,1,,,0,M,.,,"WT.LOSS,SICK",K2771,64,K3066,64,68,3,93,255,5,6,84,1.84,119.6,3,63,0,,,ULTR,
06WN00588,2006643634,06,K3634,64,1,6M,06,41K,8,2,2,2.0,2,2,1,79,213,134,3,14.1,78,92,0.581,84,1,1,,,0,M,.,,NICE LAMB,K2771,64,K3066,64,68,1,,0,5,4,97,1.84,119.6,1,107,0,,,ULTR,CTL
06WN00589,2006643635,06,K3635,64,1,6T,06,07K,9,3,2,4.0,4,4,2,80,215,135,12,13.3,90,104,0.672,94,1,1,,,0,G,.,,,00327,00,K2521,64,68,1,,0,8,4,106,1.84,124.6,1,120,0,,,ULTR,CTL
06WN00590,2006643636,06,K3636,64,3,6T,06,07K,9,3,2,4.0,4,4,2,80,215,135,8,10.9,55,71,0.445,64,3,1,,,0,G,.,,CR.FR.ANKLES,00327,00,K2521,64,68,3,93,270,8,6,87,1.84,124.6,3,89,0,,,,
06WN00591,2006643639,06,K3639,64,2,6T,06,02K,8,2,2,3.0,3,3,1,80,213,133,12,12.3,78,95,0.622,87,1,1,,,0,G,.,e02,,00345,00,K2951,64,68,1,,0,5,5,113,1.79,143.3,1,118,0,,,ULTR,
06WN00592,2006643640,06,K3640,64,1,6T,06,02K,8,2,2,3.0,3,3,1,80,213,133,6,12.6,82,99,0.65,91,1,2,,,0,G,.,,,00345,00,K2951,64,68,1,,0,5,5,109,1.79,143.3,1,115,0,,,ULTR,EXP
06WN00593,2006643641,06,K3641,64,2,6T,06,08K,8,2,2,2.0,2,2,1,80,213,133,15,10.3,54,64,0.404,59,1,1,,,0,G,.,,,00600,00,K3029,64,68,Z,93,263,5,5,83,1.67,123.8,Z,82,0,,,ULTR,
06WN00594,2006643642,06,K3642,64,2,6T,06,08K,8,2,2,2.0,2,2,1,80,213,133,15,9.6,69,82,0.544,75,1,1,,,0,G,.,e02,,00600,00,K3029,64,68,1,,0,5,5,97,1.67,123.8,1,101,0,,,ULTR,
06WN00595,2006643643,06,K3643,64,3,6M,06,42K,9,3,1,4.0,4,4,1,80,213,133,11,10.7,80,83,0.544,76,1,1,,,0,M,.,,ENTROPION,K3050,64,K2523,64,68,3,93,270,7,2,96,1.97,116.7,3,114,0,,,,
06WN00596,2006643646,06,K3646,64,3,6T,06,01K,8,2,2,4.0,4,4,1,80,213,133,14,15.8,75,95,0.595,87,1,1,,,0,G,.,,ENTROPION,01378,00,K2653,64,68,3,93,270,5,5,103,1.34,110.6,3,123,0,,,,
06WN00597,2006643647,06,K3647,64,1,6T,06,01K,8,2,2,4.0,4,4,1,80,213,133,6,17.2,85,102,0.638,94,1,1,,,0,G,.,,NICE LAMB,01378,00,K2653,64,68,1,,0,5,5,103,1.34,110.6,1,124,0,,,ULTR,CTL
06WN00598,2006643650,06,K3650,64,2,6T,06,06K,8,2,2,3.0,3,3,1,80,213,133,3,14.2,73,89,0.562,82,1,1,,,0,G,.,e01,,00308,00,K2825,64,68,1,,0,5,5,100,1.64,111.9,1,102,0,,,ULTR,
06WN00599,2006643651,06,K3651,64,2,6T,06,06K,8,2,2,3.0,3,3,1,80,213,133,15,13.4,59,69,0.418,64,1,1,,,0,G,.,e02,4TEATS,00308,00,K2825,64,68,1,,0,5,5,84,1.64,111.9,1,93,0,,,ULTR,
06WN00600,2006643652,06,K3652,64,2,6T,06,03K,9,3,1,4.0,4,4,2,80,215,135,2,12.3,89,101,0.657,91,1,2,,,0,G,.,e02,ENTR 4TEATS,K1857,64,K2068,64,68,1,,0,7,2,105,1.84,99.7,1,120,0,,,ULTR,
06WN00601,2006643654,06,K3654,64,2,6T,06,02K,8,2,2,3.0,3,3,1,80,213,133,5,12.1,59,69,0.428,63,1,1,,,0,G,.,,,00345,00,K2785,64,68,Z,93,263,5,5,80,1.5,96.7,Z,95,0,,,ULTR,
06WN00602,2006643655,06,K3655,64,1,6T,06,02K,8,2,2,3.0,3,3,1,80,213,133,3,11.2,69,88,0.577,80,1,1,,,0,G,.,,,00345,00,K2785,64,68,3,93,255,5,5,88,1.5,96.7,3,97,0,,,ULTR,
06WN00603,2006643656,06,K3656,64,2,6T,06,04K,8,2,1,7.0,7,5,2,81,215,134,10,12.8,71,87,0.554,79,1,1,,,0,G,.,e03,,00337,00,K0946,64,68,1,,0,3,2,101,1.9,126.4,1,109,0,,,ULTR,
06WN00604,2006643660,06,K3660,64,2,6M,06,43K,8,2,2,2.0,2,2,2,81,215,134,4,12.7,83,98,0.637,89,1,1,,,0,M,.,e05,,K3132,64,K3115,64,68,1,,0,5,5,113,1.67,138.8,1,115,0,,,ULTR,
06WN00605,2006643661,06,K3661,64,1,6M,06,43K,8,2,2,2.0,2,2,2,81,215,134,11,11.5,72,95,0.623,86,1,1,,,0,M,.,,4TEATS,K3132,64,K3115,64,68,1,,0,5,5,104,1.67,138.8,1,105,0,,,ULTR,EXP
06WN00606,2006643662,06,K3662,64,1,6T,06,07K,5,1,1,3.0,3,3,2,81,215,134,14,18.8,105,111,0.688,101,1,1,,,0,G,.,,BIG LAMB,00327,00,K2857,64,68,1,,0,1,1,113,1.64,129.0,1,127,0,,,ULTR,EXP
06WN00607,2006643663,06,K3663,64,2,6T,06,07K,9,3,1,4.0,4,4,2,81,215,134,8,13.1,91,107,0.701,97,1,1,,,0,G,.,e01,,00327,00,K2200,64,68,1,,0,7,2,110,1.97,100.2,1,125,0,,,ULTR,
06WN00608,2006643669,06,K3669,64,1,6M,06,41K,8,2,2,2.0,2,2,2,81,215,134,3,11.8,61,72,0.449,66,1,1,,,0,M,.,,,K2771,64,K3058,64,68,3,93,255,5,5,80,1.5,110.2,3,91,0,,,ULTR,
06WN00609,2006643670,06,K3670,64,1,6M,06,41K,8,2,2,2.0,2,2,2,81,215,134,9,12.7,77,98,0.637,89,1,2,,,0,M,.,,,K2771,64,K3058,64,68,1,,0,5,5,99,1.5,110.2,1,112,0,,,ULTR,EXP
06WN00610,2006643671,06,K3671,64,1,6T,06,05K,8,2,1,7.0,7,5,2,81,215,134,6,13.3,90,113,0.744,103,1,1,,,0,G,.,,,00360,00,K0972,64,68,1,,0,3,2,111,1.62,115.7,1,125,0,,,ULTR,EXP
06WN00611,2006643673,06,K3673,64,1,6T,06,07K,9,3,2,6.0,6,4,H,81,219,138,1,13.0,0,117,0.754,103,1,1,,,0,G,.,,,00327,00,K1123,64,68,1,,0,8,3,114,1.8,128.3,1,126,0,,,ULTR,CTL
06WN00612,2006643674,06,K3674,64,2,6T,06,07K,9,3,2,6.0,6,4,H,81,219,138,2,9.5,0,72,0.453,64,1,1,,,0,G,.,e02,,00327,00,K1123,64,68,1,,0,8,7,89,1.8,128.3,1,76,0,,,ULTR,
06WN00613,2006643677,06,K3677,64,2,6M,06,43K,9,3,2,2.0,2,2,2,82,215,133,10,8.7,59,73,0.483,67,1,1,,,0,M,.,e06,WEAK LAMB,K3132,64,K3013,64,68,1,,0,8,7,93,2.01,133.6,1,89,0,,,ULTR,
06WN00614,2006643678,06,K3678,64,1,6M,06,43K,9,3,2,2.0,2,2,2,82,215,133,6,12.8,63,78,0.49,72,1,1,,,0,M,.,,,K3132,64,K3013,64,68,3,93,255,8,3,91,2.01,133.6,3,92,0,,,ULTR,
06WN00615,2006643680,06,K3680,64,1,6M,06,41K,8,2,1,2.0,2,2,2,82,215,133,5,12.1,101,115,0.774,105,1,1,,,0,M,.,,WEAK LAMB,K2771,64,K3001,64,68,1,,0,3,2,109,1.67,98.6,1,133,0,,,ULTR,CTL
06WN00616,2006643681,06,K3681,64,2,6M,06,42K,8,2,2,3.0,3,3,2,82,215,133,7,10.8,68,86,0.565,79,1,1,,,0,M,.,e06,,K3050,64,K2760,64,68,1,,0,5,5,103,1.93,132.7,1,103,0,,,ULTR,
06WN00617,2006643682,06,K3682,64,2,6M,06,42K,8,2,2,3.0,3,3,2,82,215,133,11,10.1,78,100,0.676,91,1,1,,,0,M,.,e04,,K3050,64,K2760,64,68,1,,0,5,5,113,1.93,132.7,1,119,0,,,ULTR,
06WN00618,2006643683,06,K3683,64,2,6T,06,03K,8,2,2,3.0,3,3,2,82,215,133,2,15.3,69,89,0.554,82,1,1,,,0,G,.,e01,,K1857,64,K2773,64,68,1,,0,5,3,104,1.79,127.9,1,104,0,,,ULTR,
06WN00619,2006643684,06,K3684,64,2,6T,06,03K,8,2,2,3.0,3,3,2,82,215,133,3,11.2,59,74,0.472,68,1,1,,,0,G,.,e02,4TEATS,K1857,64,K2773,64,68,1,,0,5,7,92,1.79,127.9,1,92,0,,,ULTR,
06WN00620,2006643685,06,K3685,64,2,6T,06,04K,8,2,2,4.0,4,4,2,82,215,133,10,15.0,76,92,0.579,84,1,1,,,0,G,.,e03,,00337,00,K2374,64,68,1,,0,5,5,100,1.47,104.1,1,113,0,,,ULTR,
06WN00621,2006643686,06,K3686,64,3,6T,06,04K,8,2,2,4.0,4,4,2,82,215,133,11,15.2,72,91,0.57,84,1,1,,,0,G,.,,ENTROPION,00337,00,K2374,64,68,3,93,270,5,5,99,1.47,104.1,3,107,0,,,,
06WN00622,2006643687,06,K3687,64,2,6M,06,43K,8,2,2,3.0,3,3,2,83,215,132,7,11.7,65,90,0.593,83,1,1,,,0,M,.,e04,,K3132,64,K2989,64,68,1,,0,5,5,100,1.5,106.7,1,99,0,,,ULTR,
06WN00623,2006643688,06,K3688,64,2,6M,06,43K,8,2,2,3.0,3,3,2,83,215,132,9,10.8,75,95,0.638,87,1,1,,,0,M,.,e05,,K3132,64,K2989,64,68,1,,0,5,5,103,1.5,106.7,1,111,0,,,ULTR,
06WN00624,2006643689,06,K3689,64,1,6T,06,01K,5,1,1,3.0,3,3,2,83,215,132,8,17.6,110,124,0.806,114,1,1,,,0,G,.,,BIG,01378,00,K2950,64,68,1,,0,1,1,119,1.5,112.1,1,136,0,,,ULTR,EXP
06WN00625,2006643690,06,K3690,64,2,6T,06,07K,8,2,2,5.0,5,4,2,84,215,131,14,12.8,75,94,0.62,87,1,1,,,0,G,.,e02,,00327,00,K1810,64,68,1,,0,5,5,104,1.57,111.1,1,119,0,,,ULTR,
06WN00626,2006643691,06,K3691,64,1,6T,06,07K,8,2,2,5.0,5,4,2,84,215,131,10,14.4,83,111,0.737,103,1,1,,,0,G,.,,,00327,00,K1810,64,68,1,,0,5,5,110,1.57,111.1,1,117,0,,,ULTR,EXP
06WN00627,2006643694,06,K3694,64,2,6M,06,41K,5,1,1,2.0,2,2,2,84,215,131,4,15.0,94,115,0.763,107,1,1,,,0,M,.,e04,ENTR 4TEATS,K2771,64,K3009,64,68,1,,0,1,1,119,1.34,99.1,1,132,0,,,ULTR,
06WN00628,2006643695,06,K3695,64,3,6T,06,03K,5,1,1,2.0,2,2,2,84,215,131,10,13.2,67,92,0.602,85,1,1,,,0,G,.,,ENTROPION,K1857,64,K3187,64,68,3,93,270,1,1,99,1.5,102.0,3,110,0,,,,
06WN00629,2006643696,06,K3696,64,2,6T,06,07K,8,2,2,2.0,2,2,2,85,215,130,1,12.3,66,81,0.528,76,1,1,,,0,G,.,e02,,00327,00,K3014,64,68,1,,0,5,5,100,1.67,130.3,1,102,0,,,ULTR,
06WN00630,2006643697,06,K3697,64,1,6T,06,07K,8,2,2,2.0,2,2,2,85,215,130,13,13.2,61,80,0.514,75,1,1,,,0,G,.,,NICE LAMB,00327,00,K3014,64,68,3,93,255,5,5,93,1.67,130.3,3,97,0,,,ULTR,
06WN00631,2006643700,06,K3700,64,1,6M,06,43K,3,4,2,3.0,3,3,2,85,215,130,10,8.9,66,87,0.601,81,1,1,,,0,M,.,,,K3132,64,K2898,64,68,3,93,255,8,5,94,1.93,116.2,3,92,0,,,ULTR,
06WN00632,2006643701,06,K3701,64,2,6M,06,43K,3,4,2,3.0,3,3,2,85,215,130,3,9.0,67,84,0.577,78,1,1,,,0,M,.,e06,,K3132,64,K2898,64,68,1,,0,8,5,98,1.93,116.2,1,104,0,,,ULTR,
06WN00633,2006643702,06,K3702,64,2,6M,06,43K,3,4,2,3.0,3,3,2,85,215,130,10,8.4,38,48,0.305,45,1,1,,,0,M,.,,,K3132,64,K2898,64,68,3,93,270,8,5,69,1.93,116.2,3,67,0,,,ULTR,
06WN00634,2006643704,06,K3704,64,1,6M,06,41K,9,3,2,7.0,7,5,2,85,215,130,4,12.3,64,85,0.559,79,1,1,,,0,M,.,,,K2771,64,90061,09,68,3,93,255,8,5,99,2.08,142.6,3,100,0,,,ULTR,
06WN00635,2006643705,06,K3705,64,2,6M,06,41K,9,3,2,7.0,7,5,2,85,215,130,7,11.8,65,81,0.532,76,1,1,,,0,M,.,,BUSHY,K2771,64,90061,09,68,Z,93,263,8,5,103,2.08,142.6,Z,93,0,,,ULTR,
06WN00636,2006643707,06,K3707,64,2,6T,06,07K,8,2,2,2.0,2,2,2,86,215,129,5,11.2,61,77,0.51,72,8,1,,,0,G,.,,BRN.+BLK.,00327,00,K3028,64,68,Z,93,263,5,6,96,1.84,131.4,Z,99,0,,,ULTR,
06WN00637,2006643708,06,K3708,64,3,6T,06,07K,8,2,2,2.0,2,2,2,86,215,129,9,13.4,70,90,0.594,85,8,1,,,0,G,.,,BRN.+BLK.,00327,00,K3028,64,68,3,93,270,5,4,107,1.84,131.4,3,110,0,,,,
06WN00638,2006643711,06,K3711,64,1,6M,06,42K,9,3,2,3.0,3,3,2,86,215,129,9,9.2,60,79,0.541,74,1,1,,,0,M,.,,,K3050,64,K2871,64,68,3,93,255,8,5,91,2.07,125.3,3,88,0,,,ULTR,
06WN00639,2006643712,06,K3712,64,2,6M,06,42K,9,3,2,3.0,3,3,2,86,215,129,3,9.7,69,88,0.607,83,1,1,,,0,M,.,e05,,K3050,64,K2871,64,68,1,,0,8,5,104,2.07,125.3,1,104,0,,,ULTR,
06WN00640,2006643713,06,K3713,64,1,6M,06,42K,9,3,1,3.0,3,3,2,86,215,129,8,11.2,88,112,0.781,105,1,1,,,0,M,.,,,K3050,64,K2871,64,68,1,,0,7,2,115,2.07,125.3,1,127,0,,,ULTR,CTL
06WN00641,2006643714,06,K3714,64,2,6T,06,06K,9,3,2,5.0,5,4,2,86,215,129,3,11.8,50,68,0.436,64,1,1,,,0,G,.,e03,4TEATS,00308,00,K1659,64,68,1,,0,8,5,84,1.79,110.6,1,83,0,,,ULTR,
06WN00642,2006643715,06,K3715,64,3,6T,06,06K,9,3,2,5.0,5,4,2,86,215,129,7,12.7,70,95,0.638,89,3,1,,,0,G,.,,BRN.RF.LEG,00308,00,K1659,64,68,3,93,270,8,5,105,1.79,110.6,3,106,0,,,,
06WN00643,2006643717,06,K3717,64,2,6M,06,41K,8,2,2,2.0,2,2,2,86,215,129,10,12.4,70,89,0.594,84,1,1,,,0,M,.,e05,ENTROPION,K2771,64,K3131,64,68,1,,0,5,5,102,1.67,110.6,1,109,0,,,ULTR,
06WN00644,2006643718,06,K3718,64,2,6M,06,41K,8,2,2,2.0,2,2,2,86,215,129,10,13.8,63,77,0.49,73,1,1,,,0,M,.,e04,4TEATS,K2771,64,K3131,64,68,1,,0,5,5,92,1.67,110.6,1,93,0,,,ULTR,
06WN00645,2006643720,06,K3720,64,2,6T,06,06K,9,3,2,7.0,7,5,2,86,215,129,7,12.3,73,95,0.641,89,1,1,,,0,G,.,e01,4TEATS,00308,00,90956,09,68,1,,0,8,5,111,1.8,129.2,1,111,0,,,ULTR,
06WN00646,2006643721,06,K3721,64,1,6T,06,06K,9,3,2,7.0,7,5,2,86,215,129,8,13.0,70,93,0.62,87,1,1,,,0,G,.,,"X, 4TEATS",00308,00,90956,09,68,3,93,255,8,5,102,1.8,129.2,3,89,0,,,ULTR,
06WN00647,2006643723,06,K3723,64,2,6M,06,42K,8,2,1,2.0,2,2,2,86,215,129,13,11.9,54,73,0.474,69,1,1,,,0,M,.,e06,HAIRY,K3050,64,K3087,64,68,1,,0,3,2,83,1.67,90.3,1,87,0,,,ULTR,
06WN00648,2006643724,06,K3724,64,1,6M,06,42K,5,1,1,7.0,7,5,2,87,215,128,10,13.9,85,109,0.743,103,1,1,,,0,M,.,,MSG 10/16/06,K3050,64,K0655,64,68,1,97,289,1,1,108,1.53,104.6,1,113,0,,,ULTR,EXP
06WN00649,2006643725,06,K3725,64,2,6T,06,02K,8,2,2,6.0,6,4,2,87,215,128,3,10.5,59,74,0.496,70,1,1,,,0,G,.,e03,,00345,00,K1217,64,68,1,,0,5,5,83,1.3,86.9,1,88,0,,,ULTR,
06WN00650,2006643726,06,K3726,64,2,6T,06,02K,8,2,2,6.0,6,4,2,87,215,128,13,10.8,55,70,0.463,66,1,2,,,0,G,.,e02,,00345,00,K1217,64,68,1,,0,5,5,80,1.3,86.9,1,92,0,,,ULTR,
06WN00651,2006643727,06,K3727,64,2,6T,06,05K,9,3,2,4.0,4,4,2,87,215,128,11,13.9,55,78,0.501,74,1,1,,,0,G,.,e01,,00360,00,K2385,64,68,1,,0,8,5,103,1.84,151.7,1,93,0,,,ULTR,
06WN00652,2006643728,06,K3728,64,1,6T,06,05K,9,3,2,4.0,4,4,2,87,215,128,12,13.1,77,100,0.679,95,1,1,,,0,G,.,,,00360,00,K2385,64,68,1,,0,8,5,114,1.84,151.7,1,115,0,,,ULTR,CTL
06WN00653,2006643729,06,K3729,64,2,6T,06,05K,9,3,2,4.0,4,4,B,87,219,132,1,11.5,0,102,0.686,94,1,1,,,0,G,.,e03,PNEU. TX.,00360,00,K2385,64,68,1,,0,8,6,121,1.84,151.7,1,104,0,,,ULTR,
06WN00654,2006643731,06,K3731,64,2,6T,06,02K,9,3,2,4.0,4,4,2,87,215,128,10,9.0,60,83,0.578,78,1,1,,,0,G,.,e03,,00345,00,K2300,64,68,1,,0,8,7,105,1.84,146.1,1,100,0,,,ULTR,
06WN00655,2006643732,06,K3732,64,2,6T,06,02K,9,3,2,4.0,4,4,2,87,215,128,2,13.3,78,95,0.638,90,1,1,,,0,G,.,e01,4TEATS,00345,00,K2300,64,68,1,,0,8,3,116,1.84,146.1,1,105,0,,,ULTR,
06WN00656,2006643733,06,K3733,64,1,6T,06,06K,8,2,2,4.0,4,4,2,87,215,128,6,12.0,66,92,0.625,87,1,1,,,0,G,.,,,00308,00,K2397,64,68,1,,0,5,5,98,1.59,113.3,1,94,0,,,ULTR,EXP
06WN00657,2006643734,06,K3734,64,2,6T,06,06K,8,2,2,4.0,4,4,2,87,215,128,6,13.3,69,85,0.56,81,1,1,,,0,G,.,e02,ENTROPION,00308,00,K2397,64,68,1,,0,5,5,100,1.59,113.3,1,101,0,,,ULTR,
06WN00658,2006643735,06,K3735,64,1,6T,06,05K,8,2,2,2.0,2,2,2,87,215,128,14,13.6,62,81,0.527,77,1,1,,,0,G,.,,PNEU. TX.,00360,00,K3023,64,68,3,93,255,5,5,95,1.67,134.9,3,86,0,,,ULTR,
06WN00659,2006643736,06,K3736,64,2,6T,06,05K,8,2,2,2.0,2,2,2,87,215,128,13,14.7,70,87,0.565,82,1,1,,,0,G,.,e01,NICE LAMB,00360,00,K3023,64,68,1,,0,5,5,106,1.67,134.9,1,96,0,,,ULTR,
06WN00660,2006643737,06,K3737,64,2,6T,06,02K,8,2,2,4.0,4,4,2,87,215,128,11,11.6,67,84,0.566,79,1,1,,,0,G,.,e02,4TEATS,00345,00,K2062,64,68,1,,0,5,5,101,1.72,124.6,1,96,0,,,ULTR,
06WN00661,2006643738,06,K3738,64,1,6T,06,02K,8,2,2,4.0,4,4,2,87,215,128,8,13.4,74,96,0.645,91,1,1,,,0,G,.,,4TEATS,00345,00,K2062,64,68,1,,0,5,5,104,1.72,124.6,1,114,0,,,ULTR,CTL
06WN00662,2006643739,06,K3739,64,2,6M,06,e11,8,2,1,1.0,1,1,2,88,215,127,9,8.4,63,80,0.564,76,1,1,,,0,M,.,e04,,K2787,64,K3363,64,68,1,,0,3,2,96,1.74,114.1,1,99,0,,,ULTR,
06WN00663,2006643741,06,K3741,64,3,6T,06,01K,9,3,2,6.0,6,4,2,88,215,127,13,9.3,54,72,0.494,69,1,1,,,0,G,.,,ENTROPION,01378,00,K1190,64,68,3,93,270,8,6,97,1.9,146.3,3,80,0,,,,
06WN00664,2006643742,06,K3742,64,3,6T,06,01K,9,3,2,6.0,6,4,2,88,215,127,10,12.2,78,96,0.66,91,1,1,,,0,G,.,,CR.FR.LEG,01378,00,K1190,64,68,3,93,270,8,4,116,1.9,146.3,3,119,0,,,,
06WN00665,2006643743,06,K3743,64,1,6T,06,01K,9,3,1,6.0,6,4,2,88,215,127,12,14.3,73,94,0.628,90,1,1,,,0,G,.,,,01378,00,K1190,64,68,1,,0,7,2,109,1.9,146.3,1,109,0,,,ULTR,CTL
06WN00666,2006643744,06,K3744,64,1,6M,06,41K,9,3,2,2.0,2,2,2,88,215,127,14,10.7,59,77,0.522,73,1,1,,,0,M,.,,,K2771,64,K3075,64,68,3,93,255,8,5,88,2.01,116.9,3,93,0,,,ULTR,
06WN00667,2006643745,06,K3745,64,1,6M,06,41K,9,3,2,2.0,2,2,2,88,215,127,12,10.6,61,79,0.539,75,1,1,,,0,M,.,,,K2771,64,K3075,64,68,3,93,255,8,5,89,2.01,116.9,3,89,0,,,ULTR,
06WN00668,2006643746,06,K3746,64,1,6M,06,41K,9,3,2,2.0,2,2,1,88,213,125,10,10.0,55,75,0.52,72,1,1,,,0,M,.,,,K2771,64,K3075,64,68,3,93,255,8,6,87,2.01,116.9,3,92,0,,,ULTR,
06WN00669,2006643747,06,K3747,64,1,6T,06,01K,8,2,1,5.0,5,4,1,88,213,125,7,14.4,99,125,0.885,121,1,1,,,0,G,.,,PNEU.TX.,01378,00,K1824,64,68,1,,0,3,2,118,1.35,84.3,1,140,0,,,ULTR,EXP
06WN00670,2006643749,06,K3749,64,2,6M,06,42K,8,2,2,2.0,2,2,2,89,215,126,1,10.9,59,80,0.548,77,1,1,,,0,M,.,e04,ENTROPION,K3050,64,K3074,64,68,1,,0,5,5,101,1.67,132.1,1,96,0,,,ULTR,
06WN00671,2006643750,06,K3750,64,2,6M,06,42K,8,2,2,2.0,2,2,2,89,215,126,11,11.7,70,88,0.606,84,1,1,,,0,M,.,e05,,K3050,64,K3074,64,68,1,,0,5,5,107,1.67,132.1,1,99,0,,,ULTR,
06WN00672,2006643751,06,K3751,64,3,6M,06,e13,5,1,1,1.0,1,1,2,89,215,126,5,6.4,62,84,0.616,80,1,1,,,0,M,.,,WEAK LAMB,K2842,64,K3328,64,68,3,93,270,1,1,98,1.64,114.9,3,104,0,,,,
06WN00673,2006643752,06,K3752,64,3,6M,06,e14,5,1,1,1.0,1,1,2,89,215,126,6,10.4,54,72,0.489,69,1,1,,,0,M,.,,,K2348,64,K3438,64,68,3,93,270,1,1,89,1.64,112.7,3,92,0,,,,
06WN00674,2006643754,06,K3754,64,2,6M,06,41K,9,3,2,7.0,7,5,2,89,215,126,6,9.7,62,79,0.55,76,1,2,,,0,M,.,e05,ENTROPION,K2771,64,K0706,64,68,1,,0,8,6,92,1.9,99.5,1,86,0,,,ULTR,
06WN00675,2006643755,06,K3755,64,2,6M,06,41K,9,3,2,7.0,7,5,2,89,215,126,5,12.7,68,89,0.606,85,1,1,,,0,M,.,e04,,K2771,64,K0706,64,68,1,,0,8,4,100,1.9,99.5,1,96,0,,,ULTR,
06WN00676,2006643759,06,K3759,64,3,6M,06,e13,5,1,1,1.0,1,1,H,89,219,130,3,10.9,57,78,0.516,73,1,1,,,0,M,.,,MOM was BLIND,K2842,64,K3508,64,68,3,93,270,1,1,92,1.64,113.5,3,82,0,,,,
06WN00677,2006643760,06,K3760,64,2,6M,06,e13,5,1,1,1.0,1,1,2,90,215,125,8,11.5,61,76,0.516,73,1,1,,,0,M,.,e05,,K2842,64,K3321,64,68,1,,0,1,1,93,1.64,113.5,1,94,0,,,ULTR,
06WN00678,2006643762,06,K3762,64,1,6T,06,05K,8,2,2,3.0,3,3,2,90,215,125,6,13.8,85,105,0.73,101,1,1,,,0,G,.,,"4TEATS,NICE",00360,00,K2778,64,68,1,,0,5,5,114,1.79,132.4,1,117,0,,,ULTR,EXP
06WN00679,2006643763,06,K3763,64,2,6T,06,05K,8,2,2,3.0,3,3,2,90,215,125,9,15.3,80,99,0.67,96,1,1,,,0,G,.,e03,4TEATS,00360,00,K2778,64,68,1,,0,5,5,118,1.79,132.4,1,118,0,,,ULTR,
