UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDAR,CLR,ALTID,INBRL,CULLPILE,YRREC
21IN00870,2019122067,S2067,12,S2067,19,2,,1,42,63,S1500,00,S0528,12,0,,,3,,2,,156,172,5,,93,1018,,,,2.0,X Bag,,,15625,1,,0.0,,2021
21IN00871,2019122068,S2068,12,S2068,19,2,,1,07,54,S1361,12,S0173,12,0,,,1,,1,,169,168,1,,,,,,,2.0,DYSTOCIA.ADR,,,,1,,0.033,,2021
21IN00872,2019122070,S2070,12,S2070,19,2,,1,07,52,S1204,12,R9673,11,0,,,1,,2,,171,178,1,,,,,,,2.0,.,,,,1,,0.033,,2021
21IN00873,2019122071,S2071,12,S2071,19,2,,1,42,58,S1125,00,S0009,12,0,,,1,,2,,162,174,2,,,,,,,2.0,LTS,,,,1,,0.0,,2021
21IN00874,2019122075,S2075,12,S2075,19,2,,1,07,49,S1069,12,R9570,11,,,,1,,2,,206,191,2,,,,,,,2.0,.,,,,1,,0.035,,2021
21IN00875,2019122077,S2077,12,S2077,19,2,,1,07,50,S1159,12,R9686,11,0,,,1,,2,,188,188,1,,,,,,,2.0,.,,,,1,,0.031,,2021
21IN00876,2019122082,S2082,12,S2082,19,1,,1,07,56,S1401,12,S0438,12,0,,,2,,M,,227,266,0,,92,0825,,,,2.0,?L.Nut,,,3082,1,,0.022,,2021
21IN00877,2019122083,S2083,12,S2083,19,2,,1,07,56,S1401,12,S0438,12,0,,,1,,D,,189,208,2,,,,,,,2.0,.,,,,1,,0.022,,2021
21IN00878,2019122084,S2084,12,S2084,19,2,,1,07,49,S1069,12,R9633,11,,,,2,,2,,174,171,2,,92,0916,,,,2.0,.,,,15181,1,,0.027,,2021
21IN00879,2019122088,S2088,12,S2088,19,2,,1,07,56,S1401,12,S1393,12,0,,,1,,1,,207,185,2,,,,,,,2.0,SMBAG,,,,1,,0.045,,2021
21IN00880,2019122090,S2090,12,S2090,19,2,,1,07,51,S1305,12,R9141,11,0,,,1,,2,,167,175,2,,,,,,,2.0,LTRS,,,,1,,0.054,,2021
21IN00881,2019122095,S2095,12,S2095,19,2,,1,07,48,S0801,12,S0111,12,0,,,3,,2,,160,175,12,,93,1004,,,,2.0,X Bag,,,15360,1,,0.033,,2021
21IN00882,2019122096,S2096,12,S2096,19,2,,1,43,62,S1499,00,S1135,12,,,,3,,2,,151,172,10,,93,1018,,,,2.0,X Bag,,,15669,1,,0.0,,2021
21IN00883,2019122098,S2098,12,S2098,19,2,,1,07,71,S1946,00,S1095,12,0,,,1,GRN,1,,205,183,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00884,2019122099,S2099,12,S2099,19,2,,1,07,48,S0801,12,S0521,12,,,,1,,D,,186,207,1,,,,,,,2.0,.,,,,1,,0.031,,2021
21IN00885,2019122100,S2100,12,S2100,19,2,,1,07,51,S1305,12,S0318,12,0,,,1,,1,,251,235,2,,,,,,,2.0,SMBAG FAT,,,,1,,0.043,,2021
21IN00886,2019122106,S2106,12,S2106,19,2,,1,43,59,S1126,00,S0195,12,0,,,1,,2,,167,161,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00887,2019122107,S2107,12,S2107,19,2,,1,43,59,S1126,00,S0195,12,0,,,6,,,,0,0,0,,66,0104,,,,2.0,Lame R. Hip,,,,1,,0.0,,2021
21IN00888,2019122112,S2112,12,S2112,19,2,,1,43,59,S1126,00,S0083,12,,,,1,,2,,185,169,2,,,,,,,2.0,BRNSPOTNECK,,,,1,,0.0,,2021
21IN00889,2019122113,S2113,12,S2113,19,2,,1,43,59,S1126,00,S0083,12,,,,1,,2,,151,150,2,,,,,,,2.0,DRYHERD,,,,1,,0.0,,2021
21IN00890,2019122121,S2121,12,S2121,19,2,,1,07,55,S1387,12,S0047,12,,,,3,,2,,160,144,12,,93,0908,,,,2.0,ImmediateX,,,3110,1,,0.036,,2021
21IN00891,2019122123,S2123,12,S2123,19,2,,1,07,66,S1936,00,S0477,12,0,,,1,,2,,156,178,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00892,2019122135,S2135,12,S2135,19,2,,1,07,53,S1271,12,S0610,12,0,,,1,,1,,140,144,2,,,,,,,2.0,LTLS,,,,1,,0.029,,2021
21IN00893,2019122138,S2138,12,S2138,19,2,,1,07,50,S1159,12,S0784,12,0,,,1,GRN,1,,177,175,2,,,,,,,2.0,.,,,,1,,0.044,,2021
21IN00894,2019122139,S2139,12,S2139,19,2,,1,07,50,S1159,12,S0784,12,0,,,1,GRN,2,,163,168,2,,,,,,,2.0,.,,,,1,,0.044,,2021
21IN00895,2019122141,S2141,12,S2141,19,2,,1,42,61,S1498,00,S1353,12,0,,,1,,2,,139,169,2,,,,,,,2.0,VLT,,,,1,,0.0,,2021
21IN00896,2019122143,S2143,12,S2143,19,2,,1,07,49,S1069,12,S0977,12,,,,1,GRN,1,,196,180,2,,,,,,,2.0,SMBAG,,,,1,,0.054,,2021
21IN00897,2019122151,S2151,12,S2151,19,2,,1,43,64,S1013,12,S1336,12,0,,,1,,D,,174,197,1,,,,,,,2.0,.,,,,1,,0.004,,2021
21IN00898,2019122156,S2156,12,S2156,19,2,,1,07,70,S1945,00,S1261,12,0,,,2,,1,,161,153,2,,92,0916,,,,2.0,SMBAG,,,15150,1,,0.0,,2021
21IN00899,2019122173,S2173,12,S2173,19,2,,1,07,55,S1387,12,R9455,11,0,,,1,,1,,188,175,2,,,,,,,2.0,.,,,,1,,0.031,,2021
21IN00900,2019122175,S2175,12,S2175,19,1,,1,07,51,S1305,12,R9799,11,,,,6,,M,,221,0,0,,01,0719,,,,2.0,WobblyOnFeet,,,,1,,0.078,,2021
21IN00901,2019122179,S2179,12,S2179,19,1,,1,07,49,S1069,12,S0175,12,0,,,2,,M,,227,242,0,,92,0825,,,,2.0,Scurs,,,3079,1,,0.035,,2021
21IN00902,2019122198,S2198,12,S2198,19,2,,1,07,49,S1069,12,S0273,12,0,,,1,,2,,185,174,2,,,,,,,2.0,.,,,,1,,0.035,,2021
21IN00903,2019122203,S2203,12,S2203,19,2,,1,07,55,S1387,12,S1175,12,0,,,3,GRN,D,,212,218,1,,93,1018,,,,2.0,SM.BAG,,,15729,1,,0.038,,2021
21IN00904,2019122206,S2206,12,S2206,19,2,,1,07,66,S1936,00,S1435,12,0,,,1,GRN,2,,131,153,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00905,2019122209,S2209,12,S2209,19,1,,1,07,56,S1401,12,S0834,12,0,,,7,GRN,M,,226,232,0,,97,0919,,,,2.0,Sale->Bitter,,,,1,,0.032,,2021
21IN00906,2019122217,S2217,12,S2217,19,2,,1,07,67,S1937,00,S1395,12,0,,,1,,2,,154,164,2,,,,,,,2.0,SMBAG,,,,1,,0.0,,2021
21IN00907,2019122229,S2229,12,S2229,19,2,,1,07,50,S1159,12,S0034,12,,,,3,,H,,164,0,0,,93,0614,,,,2.0,DRY HERD,,,2889,1,,0.045,,2021
21IN00908,2019122231,S2231,12,S2231,19,2,,1,07,67,S1937,00,S1112,12,0,,,1,GRN,H,,168,173,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00909,2019122233,S2233,12,S2233,19,2,,1,07,52,S1204,12,S1066,12,0,,,1,GRN,2,,189,193,2,,,,,,,2.0,.,,,,1,,0.04,,2021
21IN00910,2019122234,S2234,12,S2234,19,2,,1,07,52,S1204,12,S1066,12,0,,,1,GRN,2,,145,157,2,,,,,,,2.0,.,,,,1,,0.04,,2021
21IN00911,2019122236,S2236,12,S2236,19,2,,1,07,50,S1159,12,S1201,12,0,,,1,,2,,205,200,1,,,,,,,2.0,.,,,,1,,0.023,,2021
21IN00912,2019122239,S2239,12,S2239,19,2,,1,42,58,S1125,00,S1350,12,0,,,3,GRN,1,,145,150,2,,93,1018,,,,2.0,U.PROLAPSE,,,15589,1,,0.0,,2021
21IN00913,2019122241,S2241,12,S2241,19,2,,1,07,66,S1936,00,S0795,12,0,,,1,GRN,2,,168,166,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00914,2019122243,S2243,12,S2243,19,2,,1,07,71,S1946,00,S0511,12,0,,,2,,H,,178,182,1,,92,0916,,,,2.0,.,,,15151,1,,0.0,,2021
21IN00915,2019122248,S2248,12,S2248,19,2,,1,42,63,S1500,00,S0414,12,0,,,1,,2,,184,188,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00916,2019122255,S2255,12,S2255,19,2,,1,07,55,S1387,12,R9640,11,,,,1,,1,,161,177,2,,,,,,,2.0,SM.BAG,,,,1,,0.029,,2021
21IN00917,2019122260,S2260,12,S2260,19,2,,1,07,49,S1069,12,S0259,12,,,,1,,2,,161,164,2,,,,,,,2.0,.,,,,1,,0.038,,2021
21IN00918,2019122261,S2261,12,S2261,19,2,,1,07,49,S1069,12,S0259,12,,,,3,,1,,216,204,9,,93,1018,,,,2.0,X Bag,,,15649,1,,0.038,,2021
21IN00919,2019122264,S2264,12,S2264,19,2,,1,07,65,S1932,00,S1385,12,,,,1,GRN,2,,178,186,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00920,2019122265,S2265,12,S2265,19,2,,1,43,64,S1013,12,S0375,12,0,,,3,,D,,157,182,2,,93,1004,,,,2.0,SMBAG,,,15510,1,,0.028,,2021
21IN00921,2019122266,S2266,12,S2266,19,2,,1,43,64,S1013,12,S0375,12,0,,,1,,1,,173,157,2,,,,,,,2.0,.,,,,1,,0.028,,2021
21IN00922,2019122269,S2269,12,S2269,19,2,,1,43,59,S1126,00,S0934,12,0,,,1,GRN,2,,179,171,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00923,2019122270,S2270,12,S2270,19,2,,1,07,48,S0801,12,R9733,11,0,,,3,,D,,161,184,1,,93,1018,,,,2.0,.,,,15653,1,,0.024,,2021
21IN00924,2019122272,S2272,12,S2272,19,2,,1,42,61,S1498,00,S0763,12,0,,,1,GRN,2,,138,142,2,,,,,,,2.0,HARDLUMPS,,,,1,,0.0,,2021
21IN00925,2019122273,S2273,12,S2273,19,2,,1,07,52,S1204,12,S0294,12,0,,,1,,1,,154,175,3,,,,,,,2.0,.,,,,1,,0.033,,2021
21IN00926,2019122281,S2281,12,S2281,19,2,,1,07,56,S1401,12,S0923,12,0,,,2,GRN,1,,163,161,2,,92,0916,,,,2.0,.,,,15163,1,,0.035,,2021
21IN00927,2019122282,S2282,12,S2282,19,2,,1,07,51,S1305,12,S0410,12,0,,,1,,2,,179,184,2,,,,,,,2.0,.,,,,1,,0.047,,2021
21IN00928,2019122289,S2289,12,S2289,19,2,,1,07,66,S1936,00,S0839,12,0,,,3,GRN,H,,158,0,0,,93,0614,,,,2.0,.,,,2894,1,,0.0,,2021
21IN00929,2019122292,S2292,12,S2292,19,2,,1,07,71,S1946,00,S0157,12,,,,1,,2,,182,176,2,,,,,,,2.0,LTBS,,,,1,,0.0,,2021
21IN00930,2019122307,S2307,12,S2307,19,2,,1,07,51,S1305,12,S1443,12,0,,,1,GRN,2,,150,161,2,,,,,,,2.0,.,,,,1,,0.055,,2021
21IN00931,2019122308,S2308,12,S2308,19,2,,1,07,71,S1946,00,S0759,12,0,,,1,GRN,1,,190,184,2,,,,,,,2.0,.,,,,2,,0.0,,2021
21IN00932,2019122311,S2311,12,S2311,19,2,,1,07,54,S1361,12,R9998,11,0,,,1,,1,,163,161,2,,,,,,,2.0,.,,,,1,,0.035,,2021
21IN00933,2019122312,S2312,12,S2312,19,2,,1,07,54,S1361,12,R9998,11,0,,,1,,D,,149,172,1,,,,,,,2.0,BLOODYLS,,,,1,,0.035,,2021
21IN00934,2019122315,S2315,12,S2315,19,2,,1,07,60,S1497,00,S1319,12,0,,,1,,2,,180,183,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00935,2019122317,S2317,12,S2317,19,2,,1,43,59,S1126,00,S0291,12,0,,,1,,2,,174,155,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00936,2019122322,S2322,12,S2322,19,2,,1,07,52,S1204,12,S0684,12,0,,,1,,1,,157,169,2,,,,,,,2.0,SM.BAG,,,,1,,0.035,,2021
21IN00937,2019122333,S2333,12,S2333,19,2,,1,07,65,S1932,00,S0105,12,,,,1,,2,,189,175,2,,,,,,,2.0,Preg 2.10.20,,,,1,,0.0,,2021
21IN00938,2019122339,S2339,12,S2339,19,2,,1,07,60,S1497,00,S0982,12,,,,1,GRN,2,,199,204,1,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00939,2019122342,S2342,12,S2342,19,2,,1,07,52,S1204,12,R9464,11,0,,,1,,2,,135,149,2,,,,,,,2.0,.,,,,1,,0.035,,2021
21IN00940,2019122347,S2347,12,S2347,19,2,,1,07,68,S1938,00,S0892,12,0,,,1,GRN,2,,226,207,2,,,,,,,2.0,BLOODY.MILK,,,,1,,0.0,,2021
21IN00941,2019122353,S2353,12,S2353,19,2,,1,07,48,S0801,12,S0700,12,0,,,1,,1,,194,180,1,,,,,,,2.0,.,,,,1,,0.038,,2021
21IN00942,2019122355,S2355,12,S2355,19,2,,1,42,61,S1498,00,S1326,12,0,,,1,,2,,172,174,1,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00943,2019122360,S2360,12,S2360,19,2,,1,42,58,S1125,00,S1073,12,0,,,3,GRN,H,,167,0,0,,93,0614,,,,2.0,.,,,2891,1,,0.0,,2021
21IN00944,2019122361,S2361,12,S2361,19,2,,1,42,58,S1125,00,S1073,12,0,,,1,GRN,1,,165,177,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00945,2019122364,S2364,12,S2364,19,2,,1,07,68,S1938,00,S1014,12,0,,,1,GRN,1,,204,202,2,,,,,,,2.0,LTRS,,,,1,,0.0,,2021
21IN00946,2019122366,S2366,12,S2366,19,2,,1,07,55,S1387,12,S0535,12,0,,,1,,1,,178,177,2,,,,,,,2.0,SMBAG,,,,1,,0.022,,2021
21IN00947,2019122371,S2371,12,S2371,19,2,,1,07,50,S1159,12,R9879,11,,,,3,,D,,211,227,1,,93,1018,,,,2.0,DOWN.DYSTOCIA,,,15632,1,,0.037,,2021
21IN00948,2019122373,S2373,12,S2373,19,2,,1,07,49,S1069,12,S0370,12,,,,3,,D,,202,227,1,,93,1018,,,,2.0,.,,,15693,1,,0.03,,2021
21IN00949,2019122379,S2379,12,S2379,19,2,,1,07,62,S1499,00,S1402,12,,,,1,,D,,167,199,1,,,,,,,2.0,SMBAG,,,,1,,0.0,,2021
21IN00950,2019122381,S2381,12,S2381,19,2,,1,07,55,S1387,12,S0170,12,,,,1,,2,,140,154,2,,,,,,,2.0,SMBAG,,,,1,,0.038,,2021
21IN00951,2019122383,S2383,12,S2383,19,2,,1,42,58,S1125,00,S1358,12,0,,,1,,2,,186,177,2,,,,,,,2.0,1ST,,,,1,,0.0,,2021
21IN00952,2019122384,S2384,12,S2384,19,2,,1,42,58,S1125,00,S1358,12,0,,,3,,H,,176,189,9,,93,1018,,,,2.0,X Bag,,,15727,1,,0.0,,2021
21IN00953,2019122385,S2385,12,S2385,19,1,,1,07,53,S1271,12,S1474,12,,,,3,,M,,201,235,0,,93,0928,,,,2.0,UndershotScur,,,15543,1,,0.04,,2021
21IN00954,2019122389,S2389,12,S2389,19,2,,1,07,67,S1937,00,S0498,12,0,,,1,,2,,166,166,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00955,2019122397,S2397,12,S2397,19,2,,1,42,58,S1125,00,S0063,12,0,,,1,,1,,182,175,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00956,2019122399,S2399,12,S2399,19,2,,1,07,60,S1497,00,S0073,12,0,,,1,,H,,141,149,2,,,,,,,2.0,SMBAG,,,,1,,0.0,,2021
21IN00957,2019122413,S2413,12,S2413,19,2,,1,42,64,S1013,12,S1234,12,0,,,1,GRN,2,,175,173,2,,,,,,,2.0,.,,,,1,,0.008,,2021
21IN00958,2019122418,S2418,12,S2418,19,2,,1,07,60,S1497,00,S1055,12,0,,,3,GRN,D,,175,195,1,,93,1018,,,,2.0,.,,,15619,1,,0.0,,2021
21IN00959,2019122431,S2431,12,S2431,19,2,,1,07,54,S1361,12,R9650,11,,,,1,,1,,183,169,2,,,,,,,2.0,.,,,,1,,0.034,,2021
21IN00960,2019122434,S2434,12,S2434,19,2,,1,07,49,S1069,12,S0720,12,0,,,1,,D,,202,215,1,,,,,,,2.0,VRYLTEMLK,,,,2,,0.031,,2021
21IN00961,2019122435,S2435,12,S2435,19,2,,1,07,50,S1159,12,S0402,12,0,,,1,,1,,182,185,2,,,,,,,2.0,CRAZY,,,,1,,0.032,,2021
21IN00962,2019122437,S2437,12,S2437,19,2,,1,07,50,S1159,12,R9398,11,0,,,6,,,,0,0,0,,05,0416,,,,2.0,.,,,,1,,0.036,,2021
21IN00963,2019122441,S2441,12,S2441,19,2,,1,42,57,S1124,00,S0830,12,0,,,1,GRN,1,,183,167,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00964,2019122450,S2450,12,S2450,19,2,,1,07,52,S1204,12,S1311,12,,,,1,GRN,1,,187,176,2,,,,,,,2.0,.,,,,1,,0.041,,2021
21IN00965,2019122466,S2466,12,S2466,19,2,,1,07,53,S1271,12,S0995,12,,,,1,GRN,1,,182,178,2,,,,,,,2.0,SMBAG,,,,1,,0.04,,2021
21IN00966,2019122471,S2471,12,S2471,19,1,,1,07,50,S1159,12,R9695,11,0,,,2,,M,,230,259,0,,92,0825,,,,2.0,"6"" horns",,,3080,1,,0.034,,2021
21IN00967,2019122476,S2476,12,S2476,19,2,,1,07,52,S1204,12,S0710,12,0,,,1,,2,,154,167,1,,,,,,,2.0,.,,,,1,,0.032,,2021
21IN00968,2019122479,S2479,12,S2479,19,2,,1,07,51,S1305,12,S0843,12,0,,,1,GRN,1,,172,171,2,,,,,,,2.0,.,,,,1,,0.05,,2021
21IN00969,2019122487,S2487,12,S2487,19,2,,1,42,64,S1013,12,S0926,12,,,,1,GRN,2,,141,150,2,,,,,,,2.0,.,,,,1,,0.006,,2021
21IN00970,2019122494,S2494,12,S2494,19,2,,1,43,59,S1126,00,S0606,12,0,,,1,,1,,150,164,2,,,,,,,2.0,CHKYMLKLS,,,,1,,0.0,,2021
21IN00971,2019122503,S2503,12,S2503,19,2,,1,42,63,S1500,00,S0274,12,0,,,3,,1,,204,199,2,,93,1004,,,,2.0,.,,,15484,1,,0.0,,2021
21IN00972,2019122504,S2504,12,S2504,19,2,,1,42,63,S1500,00,S0274,12,0,,,3,,2,,162,179,12,,93,1018,,,,2.0,.,,,15741,1,,0.0,,2021
21IN00973,2019122505,S2505,12,S2505,19,2,,1,07,55,S1387,12,S0406,12,0,,,1,,1,,157,153,2,,,,,,,2.0,.,,,,1,,0.042,,2021
21IN00974,2019122507,S2507,12,S2507,19,2,,1,07,68,S1938,00,S0584,12,0,,,1,,2,,176,176,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00975,2019122510,S2510,12,S2510,19,2,,1,07,62,S1499,00,S0214,12,0,,,1,,1,,188,185,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00976,2019122518,S2518,12,S2518,19,2,,1,07,68,S1938,00,S0993,12,,,,1,GRN,2,,162,162,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00977,2019122522,S2522,12,S2522,19,2,,1,07,62,S1499,00,S0817,12,0,,,1,GRN,2,,226,215,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00978,2019122525,S2525,12,S2525,19,2,,1,07,72,S1949,00,S0562,12,0,,,7,,D,,180,0,0,,97,0906,,,,2.0,1ST,,,,1,,0.0,,2021
21IN00979,2019122535,S2535,12,S2535,19,2,,1,42,63,S1500,00,S0847,12,0,,,7,GRN,1,,144,0,0,,97,0906,,,,2.0,.,,,,1,,0.0,,2021
21IN00980,2019122544,S2544,12,S2544,19,2,,1,07,48,S0801,12,R9759,11,,,,1,,1,,184,185,2,,,,,,,2.0,.,,,,1,,0.038,,2021
21IN00981,2019122548,S2548,12,S2548,19,2,,1,07,49,S1069,12,S0984,12,,,,1,GRN,1,,144,162,2,,,,,,,2.0,.,,,,1,,0.046,,2021
21IN00982,2019122550,S2550,12,S2550,19,2,,1,43,62,S1499,00,S0884,12,0,,,3,GRN,H,,145,165,9,,93,1018,,,,2.0,X Bag,,,15702,1,,0.0,,2021
21IN00983,2019122555,S2555,12,S2555,19,1,,1,07,48,S0801,12,S1495,12,0,,,1,,M,,211,253,0,,,,,,,2.0,Scurs,,,,1,,0.039,,2021
21IN00984,2019122558,S2558,12,S2558,19,1,,1,07,54,S1361,12,S0002,12,,,,3,,M,,177,220,0,,93,0818,,,,2.0,"1"" horns",,,2941,1,,0.028,,2021
21IN00985,2019122563,S2563,12,S2563,19,2,,1,43,70,S1945,00,S1012,12,0,,,1,GRN,2,,184,182,2,,,,,,,2.0,LTLS,,,,1,,0.0,,2021
21IN00986,2019122585,S2585,12,S2585,19,2,,1,07,65,S1932,00,R9735,11,0,,,1,,2,,185,183,2,,,,,,,2.0,.,,,,1,,0.0,,2021
21IN00987,2019122588,S2588,12,S2588,19,2,,1,07,53,S1271,12,R9902,11,0,,,1,,1,,163,153,2,,,,,,,2.0,.,,,,1,,0.029,,2021
21IN00988,2019122596,S2596,12,S2596,19,2,,1,07,48,S0801,12,S0045,12,0,,,3,,1,,183,182,2,,93,1018,,,,2.0,.,,,15644,1,,0.038,,2021
21IN00989,2019122608,S2608,12,S2608,19,2,,1,07,52,S1204,12,S1259,12,0,,,1,,2,,136,158,2,,,,,,,2.0,.,,,,1,,0.032,,2021
21IN00990,2019122613,S2613,12,S2613,19,2,,1,07,48,S0801,12,S0148,12,,,,1,,1,,201,189,1,,,,,,,2.0,.,,,,1,,0.034,,2021
21IN00991,2014455328,T5328,45,T5328,14,2,,1,02,37,T4626,45,T2602,45,,,,3,SEL,D,,232,217,4,,93,1004,,,,7.0,WARTS TEATS,,,15362,2,,0.04,,2021
21IN00992,2014455343,T5343,45,T5343,14,2,,1,02,34,T4366,45,T2415,45,,,,6,CTL,2,,221,0,0,,42,0715,,,,7.0,Depressed,,,,1,,0.037,,2021
21IN00993,2014455357,T5357,45,T5357,14,2,,1,02,39,T3862,45,T3438,45,0,,,3,SEL,1,,172,186,12,,93,1018,.,,,7.0,WARTS,,,15566,1,,0.036,,2021
21IN00994,2014455364,T5364,45,T5364,14,2,,1,02,31,T3214,45,T3308,45,0,,,3,CTL,2,,177,179,2,,93,1004,.,,,7.0,.,,,15531,1,,0.049,,2021
21IN00995,2014455556,T5556,45,T5556,14,2,,1,02,38,T2482,45,T4345,45,0,,,3,SEL,H,,171,180,2,,93,1004,,,,7.0,LTS SAGGYBAG,,,15458,1,,0.03,,2021
21IN00996,2014455650,T5650,45,T5650,14,2,,1,02,30,T4636,45,T4393,45,0,,,6,SEL,H,,206,0,0,,42,0523,,,,7.0,StuckUpsdDown,,,,1,,0.038,,2021
21IN00997,2014455652,T5652,45,T5652,14,2,,1,02,36,T4411,45,T1541,45,0,,,3,SEL,2,,207,191,2,,93,1004,.,,,7.0,.,,,15415,1,,0.02,,2021
21IN00998,2014455674,T5674,45,T5674,14,2,,1,02,39,T3862,45,T4561,45,0,,,3,SEL,D,,156,168,1,,93,1018,,,,7.0,.,,,15560,1,,0.03,,2021
21IN00999,2014455749,T5749,45,T5749,14,2,,1,02,37,T4626,45,T3316,45,0,,,3,SEL,1,,208,194,4,,93,1004,.,,,7.0,.,,,15398,1,,0.035,,2021
21IN01000,2014455763,T5763,45,T5763,14,2,,1,02,37,T4626,45,T3142,45,0,,,3,SEL,D,,217,208,2,,93,1004,.,,,7.0,.,,,15418,1,,0.046,,2021
21IN01001,2014455807,T5807,45,T5807,14,2,,1,02,36,T4411,45,T1809,45,0,,,3,SEL,2,,237,196,2,,93,1018,.,,,7.0,.,,,15614,1,,0.028,,2021
21IN01002,2015455859,T5859,45,T5859,15,2,,1,02,29,T4387,45,T5126,45,7,,,1,SEL,2,,212,193,2,,,,,,,6.0,STOPPEDPUSHIN,,,,1,,0.064,,2021
21IN01003,2015455971,T5971,45,T5971,15,2,,1,02,32,T4854,45,T4246,45,0,,,3,CTL,2,,257,204,11,,93,1018,,,,6.0,X Bag,,,15691,1,,0.051,,2021
21IN01004,2015456020,T6020,45,T6020,15,2,,1,02,35,T4950,45,T3146,45,0,,,1,CTL,1,,219,195,2,,,,.,,,6.0,.,,,,1,,0.041,,2021
21IN01005,2015456034,T6034,45,T6034,15,2,,1,02,30,T4825,45,T3842,45,7,,,1,CTL,1,,199,189,2,,,,.,,,6.0,.,,,,1,,0.049,,2021
21IN01006,2015456083,T6083,45,T6083,15,2,,1,02,30,T4825,45,T4748,45,7,,,1,CTL,2,,188,174,2,,,,,,,6.0,.,,,,1,,0.046,,2021
21IN01007,2015456181,T6181,45,T6181,15,2,,1,02,30,T4825,45,T4285,45,0,,,1,CTL,2,,218,194,2,,,,,,,6.0,.,,,,1,,0.039,,2021
21IN01008,2015456208,T6208,45,T6208,15,2,,1,02,29,T4387,45,T2075,45,,,,3,SEL,H,,188,0,0,,93,0614,,,,6.0,.,,,2899,1,,0.056,,2021
21IN01009,2015456239,T6239,45,T6239,15,2,,1,02,28,T4366,45,T4318,45,0,,,1,CTL,2,,257,218,2,,,,,,,6.0,.,,,,1,,0.038,,2021
21IN01010,2016456310,T6310,45,T6310,16,2,,1,02,58,T6299,00,T4320,45,0,,,1,,2,,166,180,2,,,,,,,5.0,SAGGYBAG,ADRU,,,1,,0.0,,2021
21IN01011,2016456315,T6315,45,T6315,16,2,,1,02,58,T6299,00,T4909,45,7,,,6,,,,0,0,0,,76,0331,,,,5.0,.,,,,1,,0.0,,2021
21IN01012,2016456321,T6321,45,T6321,16,2,,1,02,60,T6301,00,T4568,45,0,,,1,,1,,202,186,2,,,,,,,5.0,.,ADRU,,,1,,0.0,,2021
21IN01013,2016456328,T6328,45,T6328,16,2,,1,02,59,T6300,00,T4102,45,0,,,1,,2,,173,160,2,,,,,,,5.0,.,ADRU,,,1,,0.0,,2021
21IN01014,2016456355,T6355,45,T6355,16,2,,1,02,60,T6301,00,T5811,45,0,,,1,,1,,198,190,2,,,,,,,5.0,.,ADRU,,,1,,0.0,,2021
21IN01015,2016456366,T6366,45,T6366,16,2,,1,02,57,T6298,00,T4012,45,7,,,1,,2,,235,212,4,,,,,,,5.0,FAT,ADRU,,,1,,0.0,,2021
21IN01016,2016456370,T6370,45,T6370,16,2,,1,02,55,T5017,45,T3842,45,7,,,3,,,,0,0,0,,93,0203,,,,5.0,Poor cond.,,,2873,1,,0.057,,2021
21IN01017,2016456387,T6387,45,T6387,16,2,,1,02,58,T6299,00,T4671,45,7,,,1,,D,,180,215,2,,,,,,,5.0,DOWNTHIN,ADRU,,,1,,0.0,,2021
21IN01018,2016456397,T6397,45,T6397,16,2,,1,02,60,T6301,00,T5531,45,0,,,1,,2,,200,209,2,,,,,,,5.0,.,ADRU,,,1,,0.0,,2021
21IN01019,2016456413,T6413,45,T6413,16,2,,1,02,63,T5424,45,T5126,45,7,,,1,,D,,238,250,1,,,,,,,5.0,.,ADRU,,,1,,0.047,,2021
21IN01020,2016456428,T6428,45,T6428,16,2,,1,02,57,T6298,00,T5357,45,0,,,1,,1,,227,215,2,,,,,,,5.0,.,ADRU,,,1,,0.0,,2021
21IN01021,2016456466,T6466,45,T6466,16,2,,1,02,63,T5424,45,T2971,45,0,,,6,,D,,169,0,0,,66,0429,,,,5.0,"VThin,Fevered",,,,1,,0.048,,2021
