UID,ETAG,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,FLGR,FLWT,YLD,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,WRK,DAM5,LIB,LIBING,FERT,LOT,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,YRREC
94RA00437,K6801,93,1,60,06,604,M,2,2,5.0,Y,106,83,109,0.635,151,151,137,0.237,2.6,62,6.6,52.8,3.5,22.0,62,1,1,2,1.49,119.7,531763,3250,63,178,192,0.278,1.0,STUD,2,ADG,106,89,W,K3250,S2,AA,0.0,138,,,,0,,,YES,1,,1994
94RA00438,K6810,93,1,60,06,602,M,1,1,6.0,Y,107,104,108,0.843,186,186,137,0.286,3.1,54,8.8,55.8,4.9,28.0,54,1,1,3+,1.25,93.0,560863,2440,63,205,192,0.295,1.0,,2,ADG,112,106,W,K2440,S4,AAA,0.0,134,,,,0,,,YES,1,,1994
94RA00439,K6811,93,1,62,06,873,C,2,2,2.0,Y,107,92,108,0.755,168,168,137,0.265,2.4,64,7.5,49.2,3.7,22.9,62,1,1,2-,1.56,116.6,562463,5201,63,198,192,0.31,1.0,,1,CTL,118,89,W,K5201,S3,AA,100.0, 67,C,75,3,0,0,E,,,,1994
94RA00440,K6832,93,1,60,06,602,M,3,1,2.0,Y,107,86,108,0.706,168,168,137,0.286,3.0,60,7.3,55.4,4.0,25.4,58,2,1,2-,1.73,100.9,560863,5203,63,191,192,0.307,1.0,,1,ADG,117,96,W,K5203,S3,AA,96.0,603,M,50,3,0,15,Q,,,,1994
94RA00441,K6851,93,1,62,06,883,C,2,2,7.0,Y,108,104,107,0.844,168,168,137,0.223,3.2,58,8.8,61.0,5.4,23.8,60,2,1,2-,1.54,125.8,563263,2161,63,203,192,0.289,1.0,4TEATS,1,CTL,110,116,W,K2161,D3,DUD,89.0, 68,M,60,3,0,0,E,,,,1994
94RA00442,K6857,93,1,62,06,813,C,1,1,2.0,Y,109,113,108,0.923,163,163,137,0.175,3.1,60,8.6,61.3,5.3,27.0,56,1,1,3,1.4,100.4,516263,5771,63,189,192,0.224,1.0,,1,CTL,85,111,W,K5771,S1,A,88.0, 60,M,60,3,0,7,S,,,,1994
94RA00443,K6863,93,1,60,06,601,M,3,2,7.0,Y,109,84,108,0.685,147,147,137,0.221,2.7,58,6.2,49.8,3.1,23.1,62,2,1,3-,1.81,116.2,520563,1830,63,173,192,0.262,1.0,X ENTR,3,ADG,100,85,W,K1830,S0,B,0.0,,,,,0,,,,,,1994
94RA00444,K6864,93,1,60,06,601,M,3,2,7.0,Y,109,88,108,0.727,153,153,137,0.228,2.8,58,6.0,55.5,3.3,22.9,62,2,2,3,1.81,116.2,520563,1830,63,181,192,0.274,1.0,BLK.NOSE+EYES,2,ADG,104,88,W,K1830,S1,A,0.0,135,,,,0,,,YES,1,,1994
94RA00445,K6866,93,1,60,06,604,M,2,2,3.0,Y,109,87,108,0.718,146,146,137,0.207,3.2,60,7.3,61.7,4.5,22.8,62,1,1,2-,1.55,117.8,531763,4891,63,175,192,0.259,1.0,,2,ADG,99,106,W,K4891,S2,AA,0.0,131,,,,0,,,YES,1,M6460,1994
94RA00446,K6868,93,1,00,05,338,H,3,2,5.0,Y,109,83,108,0.67,162,162,137,0.277,2.4,62,6.0,56.3,3.4,24.6,60,2,1,2-,1.6,115.4,0338,3660,63,186,192,0.303,1.0,,1,HMD,,,W,K3660,D3,DUD,82.0, 52,M,55,3,0,0,E,,,,1994
94RA00447,K6883,93,1,60,06,602,M,2,2,3.0,Y,110,88,107,0.709,170,170,137,0.288,3.0,58,8.6,48.2,4.1,24.3,60,1,1,3,1.41,109.9,560863,4907,63,191,192,0.303,1.0,JUMPER,1,ADG,115,98,W,K4907,D3,DUD,0.0,,C,70,4,0,0,E,,,,1994
94RA00448,K6884,93,1,60,06,602,M,2,2,3.0,Y,110,96,107,0.793,176,176,137,0.281,2.9,54,7.7,55.7,4.3,26.5,56,1,1,3,1.41,109.9,560863,4907,63,186,192,0.265,1.0,,2,ADG,101,100,W,K4907,S1,A,0.0,137,,,,0,,,YES,1,,1994
94RA00449,K6885,93,1,60,06,604,M,1,1,6.0,Y,110,114,107,0.923,177,177,137,0.221,2.7,58,7.5,50.4,3.8,23.5,60,1,1,3,1.45,116.2,531763,2470,63,204,192,0.265,1.0,,2,ADG,101,92,W,K2470,S3,AA,0.0,136,,,,0,,,YES,1,,1994
94RA00450,K6887,93,1,60,06,603,M,1,1,2.0,Y,110,109,107,0.911,173,173,137,0.225,2.8,58,8.8,52.9,4.7,26.3,58,2,1,2,1.56,118.9,574963,5211,63,0,0,0.0,1.0,MSG 071194,7,ADG,,,,K5211,,,0.0,MSG,,,,0,,,,,,1994
94RA00451,K6889,93,1,62,06,873,M,3,2,3.0,Y,110,99,107,0.82,180,180,137,0.284,2.8,60,7.9,57.3,4.5,24.6,60,1,1,2,1.69,126.5,562463,5084,63,209,192,0.324,1.0,,1,ADG,123,100,W,K5084,S1,A,96.0,601,C,70,4,0,0,E,,,,1994
94RA00452,K6899,93,1,60,06,602,M,2,1,3.0,Y,110,95,107,0.778,164,164,137,0.242,2.6,58,10.8,50.1,5.4,25.6,58,1,1,4+,1.55,116.9,560863,4770,63,185,192,0.265,1.0,,2,ADG,101,108,W,K4770,S3,AA,0.0,130,,,,0,,,YES,1,M6459,1994
94RA00453,K6916,93,1,62,06,883,C,2,2,4.0,Y,111,92,106,0.755,167,167,137,0.263,3.3,54,8.8,63.9,5.6,25.1,58,2,1,2,1.81,114.6,563263,3936,63,188,192,0.282,1.0,X SEMEN,3,CTL,107,118,W,K3936,,,0.0,,W,0,0,100,6,U,,,,1994
94RA00454,K6918,93,1,62,06,813,C,2,2,5.0,*,111,83,106,0.677,0,0,137,0.0,2.8,60,7.1,57.1,4.1,23.2,62,2,1,2,1.82,131.2,516263,3604,63,0,0,0.0,1.0,MSG 051794,7,CTL,,,,K3604,,,0.0,MSG,,,,0,,,,,,1994
94RA00455,K6920,93,1,60,06,603,M,1,1,5.0,Y,111,118,106,0.971,192,192,137,0.26,2.8,56,8.8,64.6,5.7,21.9,64,2,1,3,1.6,115.1,574963,3340,63,213,192,0.279,1.0,4TEATS,1,ADG,106,117,W,K3340,S3,AA,43.0,EL3,M,60,3,0,0,E,,,,1994
94RA00456,K6927,93,1,60,06,602,R,2,2,2.0,Y,112,90,105,0.741,164,164,137,0.26,2.4,56,7.3,58.0,4.2,24.2,60,1,2,2,1.9,148.4,560863,5306,63,194,192,0.306,1.0,1 TEST ONLY,1,LBW,117,93,W,K5306,S1,A,96.0, 11,W,0,0,100,0,U,,,,1994
94RA00457,K6935,93,1,62,06,873,M,1,1,3.0,Y,113,91,104,0.76,159,159,137,0.239,2.8,56,8.4,59.9,5.0,23.0,62,1,2,2-,1.41,84.9,562463,4727,63,197,192,0.312,1.0,XBRN NOSE LEG,3,ADG,119,108,W,K4727,S2,AA,0.0,X,C,60,3,0,12,S,,,,1994
94RA00458,K6940,93,1,62,06,823,C,1,1,6.0,Y,114,96,103,0.785,151,151,137,0.193,2.8,54,8.8,55.9,4.9,25.7,58,2,1,3+,1.55,105.7,544663,2476,63,166,192,0.206,1.0,LUPINE,6,CTL,78,104,W,K2476,,,0.0,,,,,0,,,,,,1994
94RA00459,K6943,93,1,60,06,602,M,1,1,2.0,Y,114,88,103,0.713,136,136,137,0.168,2.5,60,6.6,55.6,3.7,24.2,60,1,1,2-,1.73,114.7,560863,5572,63,170,192,0.241,1.0,,3,ADG,92,88,W,K5572,S4,AAA,0.0,,,,,0,,,,,,1994
94RA00460,K6945,93,1,60,06,603,M,1,1,2.0,Y,115,102,102,0.884,154,154,137,0.182,3.0,54,8.4,57.8,4.9,26.1,58,1,1,2-,1.4,99.0,574963,5362,63,185,192,0.244,1.0,,3,ADG,93,106,W,K5362,S1,A,0.0,,,,,0,,,,,,1994
94RA00461,K6946,93,1,60,06,601,M,1,1,2.0,Y,115,83,102,0.703,152,152,137,0.242,2.6,60,5.5,64.3,3.5,19.6,70,2,1,3-,1.4,93.9,520563,5545,63,0,0,0.0,1.0,MSG 071194,7,ADG,,,,K5545,,,0.0,MSG,,,,0,,,,,,1994
94RA00462,K6947,93,1,62,06,833,C,1,1,2.0,Y,115,93,102,0.789,172,172,137,0.277,3.0,58,8.2,54.8,4.5,23.5,60,1,2,2,1.56,114.7,524763,5643,63,197,192,0.306,1.0,,1,CTL,117,104,W,K5643,S3,AA,100.0, 70,C,70,4,0,0,E,,,,1994
94RA00463,K6951,93,1,62,06,843,R,3,2,6.0,Y,115,84,100,0.736,164,164,137,0.279,3.0,56,7.5,53.6,4.0,24.7,60,3,1,3+,1.95,131.6,537963,2552,63,193,192,0.319,1.0,HAIRY,1,LBW,122,97,W,K2552,S4,AAA,100.0, 14,C,60,3,0,8,S,,,,1994
94RA00464,K6961,93,1,62,06,863,C,2,1,6.0,Y,117,76,93,0.672,152,152,137,0.26,2.7,58,7.9,59.5,4.7,21.4,64,1,1,2-,1.65,110.8,561363,2570,63,176,192,0.288,1.0,LUPINE,6,CTL,110,105,W,K2570,,,0.0,,,,,0,,,,,,1994
94RA00465,K6971,93,1,62,06,913,C,1,1,3.0,Y,121,101,94,0.899,165,165,137,0.223,3.4,62,8.4,59.6,5.0,22.7,62,1,1,2-,1.55,97.0,544763,4611,63,186,192,0.249,1.0,4TEATS,1,CTL,95,114,W,K4611,S3,AA,89.0, 64,M,40,3,0,2,S,,,,1994
94RA00466,K6972,93,1,00,05,338,H,2,2,2.0,Y,121,71,96,0.605,166,166,137,0.333,2.5,56,6.6,60.9,4.0,24.6,60,2,1,2-,1.56,111.7,2009,5644,63,178,192,0.315,1.0,,1,HMD,,,W,K5644,D3,DUD,89.0, 54,M,60,4,0,0,E,,,,1994
94RA00467,K6975,93,1,62,06,c.1,C,1,1,1.0,Y,122,76,95,0.672,143,143,137,0.235,2.4,62,6.4,50.6,3.2,22.9,62,2,1,2-,1.61,110.0,520463,6192,63,159,192,0.244,1.0,,1,CTL,93,83,W,K6192,S2,AA,100.0, 61,W,50,4,0,5,S,,,,1994
94RA00468,K6983,93,1,60,06,c.3,M,1,1,1.0,Y,124,87,93,0.785,169,169,137,0.288,2.6,60,7.1,55.1,3.9,22.0,64,1,1,2-,1.61,113.0,557163,6383,63,189,192,0.3,1.0,,1,ADG,114,94,W,K6383,S0,B,96.0,604,C,60,3,0,0,E,,,,1994
94RA00469,K6989,93,1,00,05,201,H,2,2,5.0,Y,127,68,90,0.599,152,152,137,0.295,2.4,58,7.3,52.7,3.8,29.2,54,2,2,2,1.27,85.9,2009,3688,63,169,192,0.297,1.0,,2,HMD,,,W,K3688,S3,AA,78.0,152,,,,0,,,YES,1,,1994
94RA00470,L8500,92,1,82,30,P26,C,2,2,4.0,M,100,85,119,0.597,185,140,137,0.194,2.3,60,7.3,65.8,4.8,26.8,56,2,2,3+,2.05,129.1,554903,4364,03,198,192,0.194,2.0,"82%,S3 LIB",H,CTL,96,90,W,L4364,S3,AA,82.0,LIB,,,,0,,,,,,1994
94RA00471,L8551,92,1,81,30,P14,C,3,1,4.0,M,102,92,117,0.616,172,124,137,0.113,3.4,58,8.6,75.7,6.5,30.1,50,3,1,2+,2.17,122.5,534703,3820,03,199,192,0.209,2.0,X SCUR,3,CTL,104,115,W,L3820,S3,AA,100.0,,,,,0,,,,,,1994
94RA00472,L8585,92,1,80,30,P01,M,2,2,3.5,M,102,90,122,0.674,170,129,137,0.14,2.6,58,7.7,71.1,5.5,25.8,58,2,1,2+,1.33,103.3,491703,5700,03,193,192,0.245,2.0,,3,LBW,90,100,W,L5700,S2,AA,0.0,,,,,0,,,,,,1994
94RA00473,L8595,92,1,81,30,P12,C,3,2,5.0,M,102,102,115,0.814,172,131,137,0.102,2.4,60,6.8,74.1,5.0,26.6,56,2,1,2-,2.17,128.4,565103,2269,03,212,192,0.246,2.0,,H,CTL,99,93,W,L2269,S1,A,100.0,,,,,0,,,,,,1994
94RA00474,L8624,92,1,82,30,P27,C,2,2,4.0,M,103,78,114,0.607,181,129,137,0.179,2.8,58,7.9,76.3,6.0,26.1,58,2,1,2+,2.42,128.3,544103,3573,03,196,192,0.261,2.0,X ABS JAW 94,3,CTL,105,107,W,L3573,S3,AA,91.0,,,,,0,,,,,,1994
94RA00475,L8625,92,1,82,30,P27,C,2,2,4.0,M,103,84,114,0.656,181,137,137,0.186,2.5,62,6.2,80.0,5.0,25.6,58,2,1,2+,2.42,128.3,544103,3573,03,206,192,0.273,2.0,,2,CTL,101,94,W,L3573,S1,A,100.0,079,,,,0,,,YES,C,,1994
94RA00476,L8638,92,1,80,30,p01,M,2,2,2.5,M,103,75,114,0.681,173,102,137,0.095,2.9,58,9.0,55.6,5.0,27.1,56,1,1,2+,2.0,115.0,477503,7076,03,187,192,0.234,2.0,4TEATS,H,LBW,94,98,W,L7076,S3,AA,100.0,LIB,,,,0,,,,,,1994
94RA00477,L8662,92,1,82,30,P23,C,2,2,4.0,M,104,81,113,0.621,185,128,137,0.165,2.7,56,6.6,73.1,4.8,25.6,58,1,1,2,1.93,123.4,503603,3852,03,210,192,0.27,2.0,,3,CTL,98,95,W,L3852,S3,AA,0.0,,,,,0,,,,,,1994
94RA00478,L8711,92,1,82,30,P22,C,2,2,2.0,M,105,75,114,0.574,174,120,137,0.159,3.0,60,8.2,62.3,5.1,24.7,60,1,1,2,2.15,137.3,498103,5565,03,201,192,0.26,2.0,UTAH HEART,2,CTL,107,102,W,L5565,D4,DUD,0.0,X,,,,0,,,NO,1,,1994
94RA00479,L8712,92,1,82,30,P22,C,2,2,2.0,M,105,81,114,0.618,196,124,137,0.152,2.8,62,8.2,64.1,5.3,25.1,58,2,1,2+,2.15,137.3,498103,5565,03,209,192,0.278,2.0,,2,CTL,107,101,W,L5565,S1,A,0.0,088,,,,0,,,YES,1,,1994
94RA00480,L8722,92,1,80,30,P03,M,3,2,5.0,M,106,76,111,0.61,173,114,137,0.133,2.8,58,8.2,74.3,6.1,29.6,54,2,1,2,2.06,112.3,532003,2088,03,197,192,0.228,2.0,"UTAH,JAW3",2,LBW,96,105,W,L2088,S1,A,100.0,X,,,,0,,,YES,C,,1994
94RA00481,L8765,92,1,82,30,P28,C,2,2,3.0,M,106,79,113,0.622,176,115,137,0.127,2.8,60,7.5,71.1,5.3,28.8,54,1,1,2,2.26,112.9,579903,5467,03,214,192,0.224,2.0,UTAH HEART,2,CTL,93,98,W,L5467,D4,DUD,0.0,X,,,,0,,,NO,1,,1994
94RA00482,L8773,92,1,80,30,P01,M,2,2,4.0,M,106,75,113,0.545,178,137,137,0.219,3.2,60,8.6,69.9,6.0,25.5,58,1,1,2+,1.93,128.6,491703,4351,03,201,192,0.319,2.0,,2,LBW,109,112,W,L4351,S1,A,0.0,090,,,,0,,,YES,1,,1994
94RA00483,L8774,92,1,80,30,P01,M,2,2,4.0,M,106,78,113,0.57,199,146,137,0.24,3.5,62,9.5,67.8,6.4,25.0,58,2,1,2+,1.93,128.6,491703,4351,03,227,192,0.287,2.0,,2,LBW,110,119,W,L4351,S2,AA,90.0,091,,,,0,,,YES,1,,1994
94RA00484,L8788,92,1,80,30,P03,C,2,2,5.0,M,107,79,112,0.579,170,107,137,0.099,3.0,58,8.2,56.7,4.6,25.5,58,1,1,2,1.95,121.7,532003,2129,03,198,192,0.215,2.0,X53% EWELAMBS,3,CTL,95,96,W,L2129,S4,AAA,53.0,,,,,0,,,,,,1994
94RA00485,L8881,92,1,81,30,P14,C,2,2,4.0,M,109,84,110,0.73,177,141,137,0.201,2.2,64,7.5,72.9,5.5,24.9,60,2,1,2,2.05,130.5,534703,3544,03,204,192,0.224,2.0,,2,CTL,100,96,W,L3544,S2,AA,100.0,077,,,,0,,,YES,C,,1994
94RA00486,L8903,92,1,82,30,P23,C,1,2,5.0,M,109,82,108,0.665,170,125,137,0.151,2.2,64,7.9,48.4,3.8,24.2,60,2,3,2+,2.17,133.0,503603,2056,03,198,192,0.237,2.0,,H,CTL,96,81,W,L2056,S4,AAA,100.0,LIB,,,,0,,,,,,1994
94RA00487,L8995,92,1,80,30,P03,C,3,2,5.5,M,111,72,106,0.598,187,118,137,0.161,2.5,60,8.6,59.1,5.1,23.8,60,2,1,2,1.8,116.6,532003,2335,03,213,192,0.279,2.0,,3,CTL,96,97,W,L2335,S2,AA,100.0,,,,,0,,,,,,1994
94RA00488,L9026,92,1,81,30,P12,M,2,2,4.0,M,111,75,106,0.609,155,114,137,0.137,2.7,58,8.2,62.7,5.1,27.2,56,2,1,2+,2.05,133.8,565103,3486,03,190,192,0.226,2.0,,2,LBW,102,96,W,L3486,S2,AA,0.0,078,,,,0,,,YES,C,,1994
94RA00489,L9096,92,1,80,30,P04,C,2,2,5.0,M,113,74,106,0.551,179,134,137,0.212,2.8,60,7.7,72.9,5.6,25.6,58,2,1,2+,1.95,120.1,532303,0967,03,206,192,0.281,2.0,,2,CTL,100,103,W,L0967,S3,AA,0.0,089,,,,0,,,YES,1,,1994
94RA00490,L9168,92,1,81,30,P12,C,3,2,6.0,M,114,76,105,0.597,154,107,137,0.11,2.3,58,7.9,58.3,4.6,24.0,60,1,1,2+,2.12,120.4,565103,1006,03,181,192,0.224,2.0,,3,CTL,93,90,W,L1006,S1,A,0.0,,,,,0,,,,,,1994
94RA00491, 9217,92,1,97,97,,,2,2,3.0,M,34,0,0,0.0,247,0,137,0.0,0.0,0,0.0,0.0,,0.0,,,,,0.0,0.0,,8904,,271,192,0.0,2.0,SYRINGA,1,BF,,,., 8904,S3,AA,100.0,971,W,60,2,0,0,S,,,,1994
94RA00492,L9230,92,1,82,30,P25,C,2,2,6.0,M,115,95,104,0.771,192,142,137,0.166,2.6,60,7.1,77.0,5.5,27.3,56,1,1,2,1.82,132.6,521403,0850,03,223,192,0.281,2.0,JAW3,2,CTL,105,98,W,L0850,S1,A,96.0,092,,,,0,,,YES,1,,1994
94RA00493,L9337,92,1,81,30,P12,M,3,2,7.0,M,119,75,100,0.634,202,139,137,0.226,3.1,56,7.1,80.7,5.7,27.1,56,2,1,2,2.26,115.9,565103,9457,02,222,192,0.316,2.0,,2,LBW,101,106,W,Y9457,S3,AA,96.0,080,,,,0,,,YES,C,,1994
94RA00494,L9343,92,1,81,30,P13,M,2,2,5.0,M,119,73,100,0.58,174,126,137,0.187,3.3,58,9.3,63.1,5.9,27.0,56,3,1,2,1.95,121.2,515203,2256,03,205,192,0.245,2.0,,2,LBW,102,111,W,L2256,S1,A,0.0,087,,,,0,,,YES,1,,1994
94RA00495,L9375,92,2,72,30,723,,3,2,6.0,M,228,68,111,0.523,153,118,137,0.303,0.0,58,6.4,0.0,,0.0,,,3,,1.17,71.0,L6257,1355,03,168,192,0.363,1.5,,3,FL,86,,W,L1355,D3,DUD,0.0,,,,,0,,,,,,1994
94RA00496,L9384,92,2,72,30,722,,2,2,7.0,M,233,82,106,0.676,190,132,137,0.303,0.0,64,7.9,0.0,,23.0,62,,1,,1.0,80.6,L5907,0205,03,220,192,0.405,1.5,,2,FL,97,,W,L0205,S2,AA,0.0,094,,,,0,,,YES,1,,1994
94RA00497,L9388,92,2,72,30,721,,2,2,7.0,M,234,85,105,0.716,192,125,137,0.242,0.0,60,9.5,0.0,,24.0,60,,3,,1.29,102.4,L4551,0131,03,202,192,0.298,1.5,,2,FL,104,,W,L0131,S1,A,0.0,099,,,,0,,,YES,1,,1994
94RA00498,L9401,92,2,72,30,722,,2,2,3.0,M,235,75,104,0.615,183,126,137,0.309,0.0,62,8.2,0.0,,23.0,62,,1,,1.33,93.7,L5907,4473,03,211,192,0.367,1.5,,2,FL,103,,W,L4473,S1,A,0.0,100,,,,0,,,YES,1,,1994
94RA00499,L9410,92,2,72,30,722,,1,1,5.0,M,236,106,103,0.897,197,166,137,0.364,0.0,58,9.9,0.0,,0.0,,,2,,0.8,79.4,L5907,3075,03,208,192,0.298,1.5,,3,FL,87,,W,L3075,S5,AAA,0.0,,,,,0,,,,,,1994
94RA00500,L9412,92,2,72,30,721,,2,2,6.0,M,237,67,102,0.575,137,104,137,0.224,0.0,60,8.2,0.0,,0.0,,,1,,1.33,101.5,L4551,1455,03,159,192,0.288,1.5,X SIZE,3,FL,102,,W,L1455,S1,A,0.0,,,,,0,,,,,,1994
94RA00501,L9416,92,2,73,30,416,,2,2,3.0,M,237,74,102,0.645,164,128,137,0.327,0.0,60,7.3,0.0,,24.0,60,,1,,1.67,102.0,L4423,5910,03,191,192,0.381,1.5,74% SP LIB,2,FL,111,,W,L5910,S2,AA,74.0,098,,,,0,,,YES,1,,1994
94RA00502,L9422,92,2,72,30,722,,2,2,4.0,M,239,79,100,0.699,161,152,137,0.442,0.0,62,7.5,0.0,,23.0,62,,1,,1.75,100.5,L5907,4437,03,188,192,0.321,1.5,,2,FL,105,,W,L4437,S2,AA,0.0,096,,,,0,,,YES,1,,1994
94RA00503,L9432,92,2,72,30,724,,2,2,5.0,M,240,69,99,0.604,152,116,137,0.285,0.0,60,6.6,0.0,,0.0,,,1,,1.2,94.8,L6328,2957,03,163,192,0.316,1.5,X SIZE,3,FL,100,,W,L2957,S1,A,0.0,,,,,0,,,,,,1994
94RA00504,L9440,92,2,73,30,427,,2,2,6.0,M,241,73,98,0.638,169,134,137,0.37,0.0,56,7.9,0.0,,27.0,56,,1,,1.5,90.8,L4471,1627,03,186,192,0.335,1.5,,2,FL,98,,W,L1627,S4,AAA,0.0,093,,,,0,,,YES,1,,1994
94RA00505,L9451,92,2,72,30,721,,2,2,5.0,M,242,70,97,0.604,165,135,137,0.394,0.0,56,5.5,0.0,,0.0,,,1,,1.2,75.4,L4551,3201,03,190,192,0.302,1.5,,3,FL,84,,W,L3201,S5,AAA,0.0,,,,,0,,,,,,1994
94RA00506,L9455,92,2,73,30,380,,3,2,5.0,M,242,80,97,0.716,172,114,137,0.206,0.0,62,7.5,0.0,,0.0,,,1,,1.4,85.4,L4423,2578,03,194,192,0.298,1.5,,3,FL,91,,W,L2578,S1,A,0.0,,,,,0,,,,,,1994
94RA00507,L9477,92,2,73,30,427,,1,1,5.0,M,243,88,96,0.8,191,156,137,0.412,0.0,62,6.2,0.0,,0.0,,,1,,1.0,76.0,L4423,2620,03,202,192,0.395,1.5,X DAM'S RECOR,3,FL,92,,W,L2620,S3,AA,0.0,,,,,0,,,,,,1994
94RA00508,L9481,92,2,73,30,416,,1,1,5.0,M,243,84,96,0.778,175,133,137,0.297,0.0,62,5.3,0.0,,0.0,,,1,,1.2,91.8,L4423,2951,03,182,192,0.349,1.5,X PINK,3,FL,100,,W,L2951,S2,AA,0.0,,,,,0,,,,,,1994
94RA00509,L9483,92,2,73,30,416,,2,2,4.0,M,244,70,95,0.637,158,107,137,0.224,0.0,58,8.4,0.0,,0.0,,,1,,1.5,92.3,L4471,4659,03,171,192,0.307,1.5,,3,FL,97,,W,L4659,S2,AA,0.0,,,,,0,,,,,,1994
94RA00510,L9501,92,2,73,30,416,,2,2,3.0,M,244,59,95,0.525,149,138,137,0.479,0.0,62,6.6,0.0,,0.0,,,2,,1.67,87.3,L4423,5949,03,175,192,0.377,1.5,,3,FL,99,,W,L5949,S4,AAA,0.0,,,,,0,,,,,,1994
94RA00511,L9521,92,2,73,30,380,,2,2,5.0,M,245,69,94,0.609,164,130,137,0.37,0.0,56,6.6,0.0,,27.0,56,,1,,1.2,98.6,L4423,2798,03,194,192,0.381,1.5,JAW3,2,FL,108,,W,L2798,S2,AA,0.0,102,,,,0,,,YES,1,,1994
94RA00512,L9534,92,2,73,30,354,,2,2,5.0,M,245,86,94,0.779,205,157,137,0.43,0.0,60,8.2,0.0,,0.0,,,1,,1.4,102.4,L4460,2927,03,235,192,0.512,1.5,X BACK,3,FL,123,,W,L2927,S4,AAA,0.0,,,,,0,,,,,,1994
94RA00513,L9542,92,2,73,30,354,,2,2,5.0,M,246,66,93,0.603,149,128,137,0.376,0.0,62,6.6,0.0,,0.0,,,1,,1.8,95.8,L4423,2756,03,164,192,0.293,1.5,X THIN,3,FL,99,,W,L2756,S4,AAA,0.0,,,,,0,,,,,,1994
94RA00514,L9566,92,2,73,30,416,,2,2,4.0,M,247,73,92,0.678,153,118,137,0.273,0.0,62,6.0,0.0,,23.0,62,,1,,1.25,96.3,L4471,4596,03,171,192,0.316,1.5,,2,FL,101,,W,L4596,S3,AA,0.0,101,,,,0,,,YES,1,,1994
94RA00515,L9567,92,2,73,30,416,,2,2,4.0,M,247,69,92,0.627,149,115,137,0.279,0.0,64,5.3,0.0,,0.0,,,3,,1.25,96.3,L4471,4596,03,171,192,0.321,1.5,X NARROW,3,FL,101,,W,L4596,S2,AA,0.0,,,,,0,,,,,,1994
94RA00516,L9571,92,2,73,30,427,,1,1,3.0,M,247,80,92,0.72,171,124,137,0.267,0.0,64,6.6,0.0,,0.0,,,2,,1.33,99.7,L4460,5860,03,207,192,0.372,1.5,,3,FL,108,,W,L5860,S3,AA,0.0,,,,,0,,,,,,1994
94RA00517,L9578,92,2,73,30,354,,2,2,4.0,M,247,73,92,0.677,148,120,137,0.285,0.0,60,7.5,0.0,,0.0,,,1,,2.0,104.8,L4471,4432,03,167,192,0.256,1.5,X SHAG,3,FL,102,,W,L4432,S4,AAA,0.0,,,,,0,,,,,,1994
94RA00518,L9586,92,2,72,30,721,,3,2,6.0,M,247,69,92,0.652,147,111,137,0.255,0.0,60,8.4,0.0,,24.0,60,,1,,1.83,107.2,L4551,1537,03,169,192,0.27,1.5,,2,FL,105,,W,L1537,S3,AA,100.0,097,,,,0,,,YES,1,,1994
94RA00519,L9614,92,2,73,30,427,,2,2,5.0,M,249,73,90,0.697,176,130,137,0.345,0.0,64,8.2,0.0,,23.0,62,,1,,1.8,97.4,L4460,2937,03,205,192,0.391,1.5,,2,FL,108,,W,L2937,S4,AAA,0.0,095,,,,0,,,YES,1,,1994
94RA00520,L9630,92,2,72,30,724,,2,2,8.0,M,251,61,88,0.57,156,122,137,0.37,0.0,58,7.5,0.0,,0.0,,,1,,1.13,79.3,L6328,8748,02,177,192,0.321,1.5,,3,FL,88,,W,Y8748,S2,AA,0.0,,,,,0,,,,,,1994
94RA00521,L9649,92,2,73,30,427,,2,2,5.0,M,254,61,85,0.634,153,106,137,0.273,0.0,58,5.5,0.0,,0.0,,,1,,1.6,86.8,L4471,3067,03,175,192,0.363,1.5,,3,FL,98,,W,L3067,S3,AA,100.0,,,,,0,,,,,,1994
94RA00522,L9670,93,1,TT,30,R-0,i,3,1,4.0,Y,105,84,112,0.679,138,138,137,0.189,0.0,62,5.7,0.0,,0.0,,,3,,2.17,128.6,000003,3678,03,160,192,0.224,1.0,,1,imp,,,.,L3678,S3,AA,0.0,X,,,,0,,,,,,1994
94RA00523,X9670,90,1,97,97,197,,2,2,6.0,M,95,104,120,0.625,223,201,137,0.144,0.0,0,0.0,0.0,,0.0,,,,,1.67,111.0,110780,3829,80,245,192,0.228,4.0,X AGE,3,BF,,,.,X3829,S1,A,0.0,X,M,75,4,0,0,E,,,,1994
94RA00524,L9680,93,1,82,30,64,C,3,2,4.0,Y,107,77,110,0.629,132,132,137,0.193,1.9,64,3.1,60.6,1.9,20.9,64,2,1,3+,2.3,121.8,732403,3960,03,165,192,0.259,1.0,X FLEECE,3,CTL,89,77,W,L3960,S1,A,0.0,,,,,0,,,,,,1994
